# nruns = 10
# regions = False
# lr = 0.01
# rmsize = 1000
# steps = 50
# playouts = 100
# train_size = 100
# epochs = 20
# batch_size = 5
n,epsilon,loss,eval_reach,eval_crash
8,0.32551020408163267,642.6406398773194,294,218
8,0.30714285714285716,160.05230369567872,324,188
8,0.28877551020408165,613.8361927032471,330,182
8,0.27040816326530615,228.20119128227233,334,178
8,0.25204081632653064,67.93903460502625,345,167
8,0.23367346938775513,197.66544666290284,358,154
8,0.21530612244897962,104.90358695983886,360,152
8,0.1969387755102041,212.49534010887146,294,218
8,0.1785714285714286,854.4936569213867,250,262
8,0.1602040816326531,390.12500858306885,334,178
8,0.1418367346938776,514.2614635467529,306,206
8,0.12346938775510208,244.87063398361207,330,182
8,0.10510204081632657,178.38700647354125,294,218
8,0.08673469387755106,486.2875785827637,347,165
8,0.06836734693877555,887.5826847553253,352,160
8,0.05,453.35543031692504,340,172
9,0.95,44.421862637996675,200,312
9,0.9316326530612244,3724.0207763671874,256,256
9,0.9132653061224489,11380.343029785156,308,204
9,0.8948979591836734,11052.597797393799,64,448
9,0.8765306122448979,14018.374401855468,2,510
9,0.8581632653061224,16853.782092285157,125,387
9,0.8397959183673469,16298.875848388672,126,386
9,0.8214285714285714,12208.305010986329,166,346
9,0.8030612244897959,6258.008567810059,142,370
9,0.7846938775510204,6574.914398193359,223,289
9,0.7663265306122449,1936.8953033447265,134,378
9,0.7479591836734694,4011.755839538574,207,305
9,0.7295918367346939,5204.576342773437,132,380
9,0.7112244897959183,4451.557577514648,256,256
9,0.6928571428571428,4890.525982666016,247,265
9,0.6744897959183673,2390.308436393738,261,251
9,0.6561224489795918,1884.5553218841553,292,220
9,0.6377551020408163,2159.6468002319334,227,285
9,0.6193877551020408,1635.1075325012207,262,250
9,0.6010204081632653,2622.3889492034914,251,261
9,0.5826530612244898,1188.0269386291504,246,266
9,0.5642857142857143,1068.9577005386352,179,333
9,0.5459183673469388,1469.0088037490846,199,313
9,0.5275510204081633,1583.9893157958984,294,218
9,0.5091836734693878,2022.1580291748046,330,182
9,0.49081632653061225,1468.3525646209716,292,220
9,0.47244897959183674,1772.39486618042,273,239
9,0.45408163265306123,3646.8567344665526,312,200
9,0.4357142857142857,2109.398452758789,270,242
9,0.4173469387755102,1737.3445205688477,279,233
9,0.3989795918367347,2325.409802246094,250,262
9,0.3806122448979592,3062.1197998046873,275,237
9,0.3622448979591837,1906.0132118225097,266,246
9,0.3438775510204082,1336.449475479126,318,194
9,0.32551020408163267,496.11400146484374,291,221
9,0.30714285714285716,1360.4426750183106,292,220
9,0.28877551020408165,2274.594906616211,326,186
9,0.27040816326530615,1565.4628814697267,339,173
9,0.25204081632653064,1617.3753860473632,308,204
9,0.23367346938775513,1199.6563104629518,321,191
9,0.21530612244897962,920.509708404541,328,184
9,0.1969387755102041,1453.1464527130126,334,178
9,0.1785714285714286,1010.3366668701171,318,194
9,0.1602040816326531,1044.8667901992799,321,191
9,0.1418367346938776,1736.5728366851806,298,214
9,0.12346938775510208,1487.9302436828614,340,172
9,0.10510204081632657,1289.5659839630127,346,166
9,0.08673469387755106,1830.9009609222412,330,182
9,0.06836734693877555,872.3348678588867,340,172
9,0.05,742.3247001647949,326,186
